cmm_code,common_description,material_family,governance_status,member_count,cpse_count,consuming_cpses,primary_uom,total_annual_consumption,avg_consumption_per_member,plant_count,dominant_plant
CMM-PUMP-BF91E1-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11872,11872.0,1,Visakh Refinery
CMM-PUMP-BFB563-001,PUMP | ALLOY STEEL | DN 80 | API 610,PUMP,STANDALONE_CANDIDATE,1,1,SAIL,SET,10778,10778.0,1,Durgapur Steel Plant
CMM-PUMP-C081C4-001,PUMP | SS 304 | 3 IN X 2 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,NTPC,SET,9098,9098.0,1,Korba STPS
CMM-PUMP-C0B737-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,246,246.0,1,Singareni Collieries
CMM-PUMP-C134B9-001,PUMP | CARBON STEEL | 2 IN X 1.5 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,NTPC,SET,3005,3005.0,1,Vindhyachal STPS
CMM-PUMP-C152DF-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11371,11371.0,1,Singareni Collieries
CMM-PUMP-C1B804-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,7610,7610.0,1,Visakh Refinery
CMM-PUMP-C1F38D-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11407,11407.0,1,Jharia Coalfields
CMM-PUMP-C40088-001,PUMP | CENTRIFUGAL PUMP | DUPLEX STEEL | DN 80 | ISO 2858,PUMP,VERIFIED_HARMONIZED,2,2,HPCL;SAIL,SET,25220,12610.0,2,Mumbai Refinery
CMM-PUMP-C56722-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,8113,8113.0,1,Jharia Coalfields
CMM-PUMP-C8FAAC-001,PUMP | SS 316 | 3 IN X 2 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,IOCL,SET,8791,8791.0,1,Panipat Refinery
CMM-PUMP-C9BFA5-001,PUMP | SS 304 | 2 IN X 1.5 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,BHEL,SET,13032,13032.0,1,Hazira Complex
CMM-PUMP-CA9276-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,11720,11720.0,1,Talcher Coalfields
CMM-PUMP-CAB76F-001,PUMP | SS 304 | 2 IN X 1.5 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,NMDC,SET,6569,6569.0,1,Kirandul Complex
CMM-PUMP-CAD34F-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,1115,1115.0,1,Visakh Refinery
CMM-PUMP-CBCD97-001,PUMP | CENTRIFUGAL PUMP | CAST IRON | 2 IN X 1.5 IN | IS 1520,PUMP,VERIFIED_HARMONIZED,2,2,BHEL;NMDC,SET,22685,11342.5,2,Trichy Complex
CMM-PUMP-CD436E-001,PUMP | CENTRIFUGAL PUMP | DUPLEX STEEL | DN 100 | IS 1520,PUMP,VERIFIED_HARMONIZED,2,2,Coal India;SAIL,SET,17857,8928.5,2,Singareni Collieries
CMM-PUMP-CDE241-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,8779,8779.0,1,Talcher Coalfields
CMM-PUMP-CDEB5A-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,9140,9140.0,1,Bhatinda Refinery
CMM-PUMP-CF08C1-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | 2 IN X 1.5 IN | API 610,PUMP,VERIFIED_HARMONIZED,4,4,Coal India;NMDC;NTPC;SAIL,SET,34038,8509.5,4,Bhilai Steel Plant
CMM-PUMP-D01AD9-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,2041,2041.0,1,Mumbai Refinery
CMM-PUMP-D06965-001,PUMP | CAST IRON | DN 100 | ISO 2858,PUMP,VERIFIED_HARMONIZED,4,4,HPCL;NMDC;NTPC;SAIL,SET,27161,6790.25,4,Mumbai Refinery
CMM-PUMP-D0ED1D-001,PUMP | CENTRIFUGAL PUMP | SS 316 | DN 80 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,12146,12146.0,1,Korba Coalfields
CMM-PUMP-D12801-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,904,904.0,1,Jharia Coalfields
CMM-PUMP-D1A263-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11809,11809.0,1,Mumbai Refinery
CMM-PUMP-D1CD5C-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,8559,8559.0,1,Mumbai Refinery
CMM-PUMP-D36460-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,12511,12511.0,1,Ankleshwar Asset
CMM-PUMP-D3FA3F-001,PUMP | DUPLEX STEEL | 2 IN X 1.5 IN | ISO 2858,PUMP,VERIFIED_HARMONIZED,2,2,Coal India;NTPC,SET,8221,4110.5,2,Korba STPS
CMM-PUMP-D585B9-001,PUMP | SS 304 | 2 IN X 1.5 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,BHEL,SET,10889,10889.0,1,Hazira Complex
CMM-PUMP-DB6C55-001,PUMP | CAST IRON | 2 IN X 1.5 IN | ISO 2858,PUMP,VERIFIED_HARMONIZED,5,5,BHEL;IOCL;NMDC;NTPC;SAIL,SET,21361,4272.2,5,Mathura Refinery
CMM-PUMP-DBFE2C-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | 3 IN X 2 IN | API 610,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,4443,4443.0,1,Rajahmundry Asset
CMM-PUMP-DFF5C6-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,2945,2945.0,1,Mumbai Refinery
CMM-PUMP-E00533-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,6696,6696.0,1,Mumbai Offshore Complex
CMM-PUMP-E22A9D-001,PUMP | DUPLEX STEEL | 3 IN X 2 IN | IS 1520,PUMP,VERIFIED_HARMONIZED,2,2,Coal India;NTPC,SET,11265,5632.5,2,Korba STPS
CMM-PUMP-E31790-001,PUMP | SS 316 | DN 80 | ISO 2858,PUMP,VERIFIED_HARMONIZED,3,3,IOCL;NMDC;NTPC,SET,28067,9355.67,3,Vindhyachal STPS
CMM-PUMP-E367B3-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,14861,14861.0,1,Korba Coalfields
CMM-PUMP-E593A0-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,4429,4429.0,1,Korba Coalfields
CMM-PUMP-E5F7C9-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,6041,6041.0,1,Mumbai Refinery
CMM-PUMP-E68106-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,11612,11612.0,1,Mumbai Refinery
CMM-PUMP-E80267-001,PUMP | SS 316 | 2 IN X 1.5 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,NMDC,SET,9464,9464.0,1,Kirandul Complex
CMM-PUMP-E8E8DD-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,13728,13728.0,1,Jharia Coalfields
CMM-PUMP-E9BB25-001,PUMP | SS 316 | 2 IN X 1.5 IN | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,5539,5539.0,1,Rajahmundry Asset
CMM-PUMP-ED0D84-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | DN 100 | API 610,PUMP,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;HPCL;ONGC;SAIL,SET,48472,9694.4,5,Singareni Collieries
CMM-PUMP-EE6BE0-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,5471,5471.0,1,Mumbai Refinery
CMM-PUMP-EFB17A-001,PUMP | CENTRIFUGAL PUMP | SS 316 | DN 100 | API 610,PUMP,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,SET,37021,6170.17,6,Korba STPS
CMM-PUMP-F1363E-001,PUMP | ALLOY STEEL | 6 IN | API 7K,PUMP,STANDALONE_CANDIDATE,1,1,ONGC,SET,1365,1365.0,1,Ankleshwar Asset
CMM-PUMP-F243B1-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,3634,3634.0,1,Jharia Coalfields
CMM-PUMP-F2C290-001,PUMP | ALLOY STEEL | 3 IN X 2 IN | ISO 2858,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,13696,13696.0,1,Mumbai Refinery
CMM-PUMP-F3916E-001,PUMP | CARBON STEEL | DN 80 | IS 1520,PUMP,VERIFIED_HARMONIZED,4,4,Coal India;HPCL;IOCL;SAIL,SET,29285,7321.25,4,Bokaro Steel Plant
CMM-PUMP-F5C782-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,10235,10235.0,1,Mumbai Refinery
CMM-PUMP-F75603-001,PUMP | CENTRIFUGAL PUMP | SS 304 | DN 80 | IS 1520,PUMP,STANDALONE_CANDIDATE,1,1,IOCL,SET,6669,6669.0,1,Mathura Refinery
CMM-PUMP-F7EE1D-001,PUMP | SS 316 | DN 80 | API 610,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,5953,5953.0,1,Visakh Refinery
CMM-PUMP-FA44B3-001,PUMP | CAST IRON | 2 IN X 1.5 IN | IS 1520,PUMP,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;NMDC;ONGC,SET,24946,6236.5,4,Rajahmundry Asset
CMM-PUMP-FC6AAF-001,PUMP | SS 316 | 2 IN X 1.5 IN | IS 1520,PUMP,VERIFIED_HARMONIZED,6,6,BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,SET,40710,6785.0,6,Bhopal Complex
CMM-PUMP-FC9A80-001,PUMP | CAST IRON | DN 150 | IS 5120,PUMP,STANDALONE_CANDIDATE,1,1,Coal India,SET,3237,3237.0,1,Korba Coalfields
CMM-PUMP-FEF7B9-001,PUMP | CARBON STEEL | 3 IN X 2 IN | ISO 2858,PUMP,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;NMDC;NTPC,SET,45226,11306.5,4,Hazira Complex
CMM-PUMP-FFC596-001,PUMP | CARBON STEEL | DN 80 | API 675,PUMP,STANDALONE_CANDIDATE,1,1,HPCL,SET,10481,10481.0,1,Mumbai Refinery
CMM-PUMP-FFED79-001,PUMP | CENTRIFUGAL PUMP | CARBON STEEL | DN 100 | API 610,PUMP,STANDALONE_CANDIDATE,1,1,SAIL,SET,2624,2624.0,1,Bhilai Steel Plant
CMM-SEALG-067879-001,SEAL/GASKET | LUBRICANT | NBR | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;NTPC;ONGC,NOS,15833,5277.67,3,Korba STPS
CMM-SEALG-091BCF-001,SEAL/GASKET | SPIRAL WOUND GASKET | NBR | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;HPCL,KG,15152,7576.0,2,Hazira Complex
CMM-SEALG-099BED-001,SEAL/GASKET | NBR | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,Coal India;HPCL,KG,14697,7348.5,2,Korba Coalfields
CMM-SEALG-1331E7-001,SEAL/GASKET | NBR | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;NTPC,NOS,17108,8554.0,2,Bhatinda Refinery
CMM-SEALG-16E5D0-001,SEAL/GASKET | GRAPHITE | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,Coal India;NTPC,NOS,13776,6888.0,2,Singareni Collieries
CMM-SEALG-18752C-001,SEAL/GASKET | LUBRICANT | VITON | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;IOCL;NMDC;ONGC;SAIL,KG,53298,8883.0,6,Uran Plant
CMM-SEALG-19C018-001,SEAL/GASKET | VITON | 65 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;ONGC,NOS,11982,5991.0,2,Bhatinda Refinery
CMM-SEALG-1EEB61-001,SEAL/GASKET | GRAPHITE | 50 MM | API 682,SEAL/GASKET,AMBIGUOUS_REVIEW_REQUIRED,4,4,BHEL;Coal India;ONGC;SAIL,NOS,13036,3259.0,4,Bokaro Steel Plant
CMM-SEALG-260F99-001,SEAL/GASKET | GRAPHITE | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,BHEL;HPCL;IOCL;NMDC;NTPC;ONGC,NOS,48003,8000.5,6,Panipat Refinery
CMM-SEALG-29423B-001,SEAL/GASKET | LUBRICANT | VITON | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,BHEL;HPCL;IOCL;NMDC;NTPC;ONGC,KG,36916,6152.67,6,Visakh Refinery
CMM-SEALG-302F89-001,SEAL/GASKET | LUBRICANT | VITON | 100 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NMDC;NTPC,NOS,10374,5187.0,2,Bailadila Iron Ore Mine
CMM-SEALG-31DF73-001,SEAL/GASKET | NBR | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NMDC;ONGC,NOS,8105,4052.5,2,Rajahmundry Asset
CMM-SEALG-33D848-001,SEAL/GASKET | SPIRAL WOUND GASKET | PTFE | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,IOCL;ONGC,NOS,20229,10114.5,2,Sivasagar Asset
CMM-SEALG-39168C-001,SEAL/GASKET | PTFE | 65 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,Coal India;NTPC;ONGC,NOS,21059,7019.67,3,Singrauli STPS
CMM-SEALG-439083-001,SEAL/GASKET | VITON | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;NTPC,NOS,22031,11015.5,2,Bhopal Complex
CMM-SEALG-61A948-001,SEAL/GASKET | GRAPHITE | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NMDC;SAIL,NOS,10802,5401.0,2,Bokaro Steel Plant
CMM-SEALG-62C5E5-001,SEAL/GASKET | SPIRAL WOUND GASKET | GRAPHITE | 100 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NMDC;ONGC,KG,15278,7639.0,2,Kirandul Complex
CMM-SEALG-66D3AC-001,SEAL/GASKET | SPIRAL WOUND GASKET | NBR | 50 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,BHEL;HPCL;IOCL;NTPC;ONGC;SAIL,KG,57497,9582.83,6,Haldia Refinery
CMM-SEALG-66F853-001,SEAL/GASKET | PTFE | 2 IN | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,4,4,Coal India;HPCL;ONGC;SAIL,NOS,36044,9011.0,4,Talcher Coalfields
CMM-SEALG-6ACECF-001,SEAL/GASKET | VITON | 50 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;IOCL,NOS,12880,6440.0,2,Mumbai Refinery
CMM-SEALG-6DA7E7-001,SEAL/GASKET | SPIRAL WOUND GASKET | GRAPHITE | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;NTPC,KG,8239,4119.5,2,Bhopal Complex
CMM-SEALG-747B98-001,SEAL/GASKET | GRAPHITE | 65 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;SAIL,NOS,18706,9353.0,2,Durgapur Steel Plant
CMM-SEALG-7A9F00-001,SEAL/GASKET | LUBRICANT | GRAPHITE | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;IOCL;NTPC;ONGC,NOS,30646,6129.2,5,Ranipet Complex
CMM-SEALG-80EA46-001,SEAL/GASKET | GRAPHITE | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;HPCL;NMDC;NTPC,NOS,42225,8445.0,5,Mumbai Refinery
CMM-SEALG-82045D-001,SEAL/GASKET | LUBRICANT | GRAPHITE | 100 MM | API 682,SEAL/GASKET,AMBIGUOUS_REVIEW_REQUIRED,4,3,Coal India;IOCL;NTPC,NOS,25864,6466.0,4,Talcher Coalfields
CMM-SEALG-8A8051-001,SEAL/GASKET | NBR | 50 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,IOCL;NMDC;ONGC,KG,11024,3674.67,3,Haldia Refinery
CMM-SEALG-8BDD10-001,SEAL/GASKET | GRAPHITE | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;IOCL,NOS,13970,6985.0,2,Mathura Refinery
CMM-SEALG-8F1270-001,SEAL/GASKET | GRAPHITE | 100 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;IOCL,NOS,12691,6345.5,2,Visakh Refinery
CMM-SEALG-928895-001,SEAL/GASKET | LUBRICANT | PTFE | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NTPC;SAIL,NOS,22436,11218.0,2,Vindhyachal STPS
CMM-SEALG-948B2B-001,SEAL/GASKET | VITON | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,ONGC;SAIL,KG,12612,6306.0,2,Sivasagar Asset
CMM-SEALG-96ED36-001,SEAL/GASKET | LUBRICANT | VITON | 100 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,4,4,BHEL;NMDC;NTPC;SAIL,NOS,31528,7882.0,4,Bokaro Steel Plant
CMM-SEALG-99E573-001,SEAL/GASKET | GRAPHITE | 50 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,IOCL;SAIL,NOS,24938,12469.0,2,Durgapur Steel Plant
CMM-SEALG-9C5882-001,SEAL/GASKET | VITON | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,Coal India;HPCL,NOS,23307,11653.5,2,Jharia Coalfields
CMM-SEALG-9F5E86-001,SEAL/GASKET | PTFE | 100 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,4,4,Coal India;HPCL;IOCL;SAIL,NOS,20787,5196.75,4,Korba Coalfields
CMM-SEALG-A60FBB-001,SEAL/GASKET | VITON | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NMDC;SAIL,KG,5346,2673.0,2,Rourkela Steel Plant
CMM-SEALG-AB281C-001,SEAL/GASKET | SPIRAL WOUND GASKET | VITON | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,Coal India;HPCL;IOCL;NTPC;ONGC;SAIL,NOS,58123,9687.17,6,Barauni Refinery
CMM-SEALG-ACB3E9-001,SEAL/GASKET | LUBRICANT | NBR | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,4,4,BHEL;Coal India;IOCL;SAIL,NOS,24992,6248.0,4,Mathura Refinery
CMM-SEALG-B639C0-001,SEAL/GASKET | LUBRICANT | VITON | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,4,4,BHEL;HPCL;NMDC;ONGC,NOS,31086,7771.5,4,Sivasagar Asset
CMM-SEALG-C4821B-001,SEAL/GASKET | NBR | 2 IN | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;IOCL;SAIL,NOS,17517,5839.0,3,Hazira Complex
CMM-SEALG-C5D451-001,SEAL/GASKET | NBR | 50 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,BHEL;Coal India;HPCL;IOCL;NMDC;SAIL,NOS,54653,9108.83,6,Bhopal Complex
CMM-SEALG-C65128-001,SEAL/GASKET | SPIRAL WOUND GASKET | PTFE | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,5,5,BHEL;Coal India;HPCL;IOCL;SAIL,NOS,40307,8061.4,5,Hazira Complex
CMM-SEALG-C69426-001,SEAL/GASKET | LUBRICANT | NBR | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,HPCL;NMDC;NTPC,NOS,14665,4888.33,3,Bailadila Iron Ore Mine
CMM-SEALG-C73A59-001,SEAL/GASKET | PTFE | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;SAIL,NOS,2169,1084.5,2,Bokaro Steel Plant
CMM-SEALG-C8045E-001,SEAL/GASKET | GRAPHITE | 100 MM | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;HPCL;NMDC,NOS,32077,10692.33,3,Kirandul Complex
CMM-SEALG-CE2B43-001,SEAL/GASKET | PTFE | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,NMDC;NTPC,KG,13654,6827.0,2,Ramagundam STPS
CMM-SEALG-D89357-001,SEAL/GASKET | LUBRICANT | PTFE | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;NMDC,NOS,12225,6112.5,2,Visakh Refinery
CMM-SEALG-DB0B11-001,SEAL/GASKET | NBR | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,6,6,BHEL;Coal India;IOCL;NMDC;ONGC;SAIL,NOS,68766,11461.0,6,Jharia Coalfields
CMM-SEALG-DE85AC-001,SEAL/GASKET | PTFE | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;NMDC,NOS,9562,4781.0,2,Bailadila Iron Ore Mine
CMM-SEALG-DE8656-001,SEAL/GASKET | SPIRAL WOUND GASKET | VITON | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;IOCL;ONGC,NOS,19137,6379.0,3,Rajahmundry Asset
CMM-SEALG-E00177-001,SEAL/GASKET | NBR | 2 IN | API 682,SEAL/GASKET,AMBIGUOUS_REVIEW_REQUIRED,7,5,HPCL;IOCL;NMDC;NTPC;SAIL,NOS,46960,6708.57,5,Durgapur Steel Plant
CMM-SEALG-E0C6E5-001,SEAL/GASKET | NBR | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,HPCL;NMDC;SAIL,NOS,11060,3686.67,3,Visakh Refinery
CMM-SEALG-E57A9D-001,SEAL/GASKET | VITON | 65 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,IOCL;NTPC,NOS,12863,6431.5,2,Korba STPS
CMM-SEALG-E59C31-001,SEAL/GASKET | PTFE | 50 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;ONGC,KG,22743,11371.5,2,Uran Plant
CMM-SEALG-E70970-001,SEAL/GASKET | NBR | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,HPCL;NMDC,NOS,11817,5908.5,2,Bailadila Iron Ore Mine
CMM-SEALG-E86469-001,SEAL/GASKET | LUBRICANT | NBR | 50 MM | ASME B16.20,SEAL/GASKET,AMBIGUOUS_REVIEW_REQUIRED,4,3,BHEL;Coal India;HPCL,NOS,43829,10957.25,4,Singareni Collieries
CMM-SEALG-EA0F9C-001,SEAL/GASKET | NBR | 2 IN | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,Coal India;HPCL,KG,6313,3156.5,2,Mumbai Refinery
CMM-SEALG-F01715-001,SEAL/GASKET | PTFE | 65 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;HPCL;SAIL,NOS,28189,9396.33,3,Hazira Complex
CMM-SEALG-F13686-001,SEAL/GASKET | SPIRAL WOUND GASKET | GRAPHITE | 100 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,BHEL;IOCL,NOS,9432,4716.0,2,Gujarat Refinery
CMM-SEALG-F19166-001,SEAL/GASKET | GRAPHITE | 2 IN | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,Coal India;ONGC,KG,15102,7551.0,2,Sivasagar Asset
CMM-SEALG-F519D1-001,SEAL/GASKET | NBR | 100 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;Coal India;HPCL,NOS,6398,2132.67,3,Ranipet Complex
CMM-SEALG-F69928-001,SEAL/GASKET | SPIRAL WOUND GASKET | VITON | 2 IN | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,5,5,Coal India;IOCL;NTPC;ONGC;SAIL,NOS,35479,7095.8,5,Talcher Coalfields
CMM-SEALG-F69B1C-001,SEAL/GASKET | LUBRICANT | VITON | 50 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,3,3,BHEL;HPCL;NMDC,NOS,16594,5531.33,3,Donimalai Iron Ore Mine
CMM-SEALG-F7AAFE-001,SEAL/GASKET | NBR | 50 MM | API 682,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,IOCL;NTPC,NOS,18228,9114.0,2,Korba STPS
CMM-SEALG-F9CB6E-001,SEAL/GASKET | NBR | 50 MM | ASME B16.20,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,IOCL;SAIL,NOS,24312,12156.0,2,Bhilai Steel Plant
CMM-SEALG-FB7539-001,SEAL/GASKET | GRAPHITE | 2 IN | DIN 3760,SEAL/GASKET,VERIFIED_HARMONIZED,2,2,Coal India;ONGC,NOS,4799,2399.5,2,Korba Coalfields
CMM-VALVE-004822-001,VALVE | ASTM A217 C5 | 4 IN | API 599,VALVE,STANDALONE_CANDIDATE,1,1,IOCL,NOS,7945,7945.0,1,Panipat Refinery
CMM-VALVE-00AA46-001,VALVE | ASTM A217 WC6 | 6 IN | ASME B16.34,VALVE,STANDALONE_CANDIDATE,1,1,BHEL,NOS,14457,14457.0,1,Ranipet Complex
CMM-VALVE-015BCD-001,VALVE | LCB | 1 IN | API 602,VALVE,VERIFIED_HARMONIZED,2,2,HPCL;IOCL,NOS,3452,1726.0,2,Panipat Refinery
CMM-VALVE-03FCA1-001,VALVE | ASTM A217 WC6 | 6 IN | ASME B16.34,VALVE,STANDALONE_CANDIDATE,1,1,BHEL,NOS,6852,6852.0,1,Hazira Complex
CMM-VALVE-04D31B-001,VALVE | ASTM A217 WC6 | 6 IN | ASME B16.34,VALVE,STANDALONE_CANDIDATE,1,1,BHEL,NOS,14943,14943.0,1,Hazira Complex
