Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used
CIL-400233,Coal India,SPARE-Coal Cutter Pick M20 Tungsten Carbide,spare-coal cutter pick m20 tungsten carbide,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,fastener,,,,Tungsten Carbide,M20,,,,,,,,,,IS 4772,IS 4772,,,,,,,Sundram Fasteners,SUNFAS-CCP-M20-03,NOS,8,False,,FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_METRIC_BOLT; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300236,SAIL,Blast Furnace Tuyere DN 200 Copper Alloy,blast furnace tuyere dn 200 copper alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,80 mm,,MTR,pipe/fitting,,,,Copper Alloy,DN 200,,12 m,,,80 mm,,,,,IS 2062,IS 2062,,,,,,,ISMT,ISM-BFT-DN200-89,MTR,10,True,size: 'DN 200' vs 'DN200',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400234,Coal India,"IND.MINE DEWATERING PUMP, Cast Iron, SIZE DN 150","ind.mine dewatering pump, cast iron, size dn 150",Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,pump,,,,Cast Iron,DN 150,,,,,DN 150,,,,,IS 5120,IS 5120,,,,cast,,,KSB,KSB-MDP-DN150-43,SET,10,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500234,BHEL,STEAM TURBINE CONTROL VALVE ASTM A217 WC6 6 in,steam turbine control valve astm a217 wc6 6 in,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,6 in,,,,,ASME B16.34,ASME B16.34,,,,,,,Leader Valves,LEAVAL-STCV-6in-10,NOS,9,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100253,ONGC,SPARE-Subsea Wellhead Sensor SS316 5000 psi,spare-subsea wellhead sensor ss316 5000 psi,Instrumentation,Subsea Wellhead Sensor,API 6A,SS316,5000 psi,,,,NOS,instrumentation,,,stainless steel,SS316,5000 psi,,,,,,,,,,API 6A,API 6A,,,,,,,Honeywell,HON-SWS-5000psi-72,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500235,BHEL,11 kV TURBINE GENERATOR STATOR COIL - Copper,11 kv turbine generator stator coil - copper,Electrical,Turbine Generator Stator Coil,IS 12066,Copper,11 kV,100 m,,,MTR,electrical,,,,Copper,11 kV,,100 m,,,,,,,,IS 12066,IS 12066,,,,,,,ABB,ABB-TGSC-11kV-43,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300237,SAIL,"SPARE-Rolling Mill Drive Motor, Copper Wound, SIZE 11 kV","spare-rolling mill drive motor, copper wound, size 11 kv",Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,100 m,,,MTR,electrical,,,,Copper Wound,11 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,BHEL,BHE-RMDM-11kV-34,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200222,NTPC,0-15 m Coal Bunker Level Switch - SS316,0-15 m coal bunker level switch - ss316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,instrumentation,,,stainless steel,SS316,0-15 m,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Honeywell,HON-CBLS-0-15m-61,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NMDC-410232,NMDC,"STORES ITEM CONVEYOR IDLER ROLLER, Carbon Steel, SIZE DN 100","stores item conveyor idler roller, carbon steel, size dn 100",Pipes & Fittings,Conveyor Idler Roller,IS 8598,Carbon Steel,DN 100,1000 mm,80 mm,Zinc Plated,MTR,pipe/fitting,,,carbon steel,Carbon Steel,DN 100,,1000 mm,,,80 mm,,,,,IS 8598,IS 8598,zinc plated,,,,,,Maharashtra Seamless,MAHSEA-CIR-DN100-96,MTR,12,True,size: 'DN 100' vs 'DN100',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120225,HPCL,IND.DN 80 LPG Bottling Pump - Carbon Steel,ind.dn 80 lpg bottling pump - carbon steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,Zinc Plated,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,,,,,,API 675,API 675,zinc plated,,,,,,Kirloskar,KIR-LBP-DN80-68,SET,10,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400235,Coal India,SPARE-DN 150 MINE DEWATERING PUMP - Cast Iron,spare-dn 150 mine dewatering pump - cast iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,,SET,pump,,,,Cast Iron,DN 150,,,,,,,,,,IS 5120,IS 5120,,,,cast,,,WPIL,WPI-MDP-DN150-65,SET,9,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300238,SAIL,IND.ROLLING MILL DRIVE MOTOR 11 kV Copper Wound,ind.rolling mill drive motor 11 kv copper wound,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,1000 m,,,MTR,electrical,,,,Copper Wound,11 kV,,1000 m,,,,,,,,IS 12615,IS 12615,,,,,,,BHEL,BHE-RMDM-11kV-11,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400236,Coal India,SPARE-Coal Cutter Pick Tungsten Carbide M20,spare-coal cutter pick tungsten carbide m20,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,fastener,,,,Tungsten Carbide,M20,,,,,,,,,,IS 4772,IS 4772,,,,,,,Precision Fasteners,PREFAS-CCP-M20-36,NOS,8,False,,FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_METRIC_BOLT; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500236,BHEL,IND.6 in STEAM TURBINE CONTROL VALVE - ASTM A217 WC6,ind.6 in steam turbine control valve - astm a217 wc6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,L&T Valves,L&TVAL-STCV-6in-55,NOS,8,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110215,IOCL,Coker Slide Valve 4 in ASTM A217 C5,coker slide valve 4 in astm a217 c5,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,,,NOS,valve,,,,ASTM A217 C5,4 in,,,,,,,,,,API 599,API 599,,,,,,,L&T Valves,L&TVAL-CSV-4in-68,NOS,8,True,material_grade: 'ASTM A217 C5' vs 'ASTM A217',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120226,HPCL,IND.DN 80 LPG Bottling Pump - Carbon Steel,ind.dn 80 lpg bottling pump - carbon steel,Pumps,LPG Bottling Pump,API 675,Carbon Steel,DN 80,,,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,,,,,,API 675,API 675,ptfe lined,,,,,,Kirloskar,KIR-LBP-DN80-42,SET,10,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200223,NTPC,STORES ITEM COAL BUNKER LEVEL SWITCH 0-15 m SS316,stores item coal bunker level switch 0-15 m ss316,Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,instrumentation,,,stainless steel,SS316,0-15 m,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Yokogawa,YOK-CBLS-0-15m-71,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100254,ONGC,SPARE-Christmas Tree Valve ASTM A182 F22 2 in,spare-christmas tree valve astm a182 f22 2 in,Valves,Christmas Tree Valve,API 6A,ASTM A182 F22,2 in,,2 in,Epoxy Coated,NOS,valve,,,,ASTM A182 F22,2 in,,,,,2 in,,,,,API 6A,API 6A,epoxy coated,,,,,,Leader Valves,LEAVAL-CTV-2in-29,NOS,10,True,material_grade: 'ASTM A182 F22' vs 'ASTM A182',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110216,IOCL,STORES ITEM 4 in COKER SLIDE VALVE - ASTM A217 C5,stores item 4 in coker slide valve - astm a217 c5,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,4 in,Galvanized,NOS,valve,,,,ASTM A217 C5,4 in,,,,,4 in,,,,,API 599,API 599,galvanized,,,,,,KSB,KSB-CSV-4in-51,NOS,10,True,material_grade: 'ASTM A217 C5' vs 'ASTM A217',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120227,HPCL,SPARE-TANK FARM LEVEL GAUGE 0-20 m SS304,spare-tank farm level gauge 0-20 m ss304,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,instrumentation,,,stainless steel,SS304,0-20 m,,,,,,,,,,API 2350,API 2350,,,,,,,Yokogawa,YOK-TFLG-0-20m-96,NOS,9,True,material_grade: 'SS304' vs 'SS 304',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400237,Coal India,DN 150 Mine Dewatering Pump - Cast Iron,dn 150 mine dewatering pump - cast iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,pump,,,,Cast Iron,DN 150,,,,,DN 150,,,,,IS 5120,IS 5120,,,,cast,,,KSB,KSB-MDP-DN150-95,SET,10,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
NTPC-200224,NTPC,IND.Boiler Feed Pump Motor Copper Wound 6.6 kV,ind.boiler feed pump motor copper wound 6.6 kv,Electrical,Boiler Feed Pump Motor,IS 12615,Copper Wound,6.6 kV,100 m,,,MTR,electrical,,,,Copper Wound,6.6 kV,,100 m,,,,,,,,IS 12615,IS 12615,,,,,,,Havells,HAV-BFPM-6.6kV-71,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
CIL-400238,Coal India,SPARE-MINE DEWATERING PUMP DN 150 Cast Iron,spare-mine dewatering pump dn 150 cast iron,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,DN 150,,SET,pump,,,,Cast Iron,DN 150,,,,,DN 150,,,,,IS 5120,IS 5120,,,,cast,,,Mather+Platt,MAT-MDP-DN150-58,SET,10,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110217,IOCL,SPARE-REFINERY FLARE SENSOR 1/2 in NPT SS316,spare-refinery flare sensor 1/2 in npt ss316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Emerson,EME-RFS-1-2inNPT-09,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400239,Coal India,M20 Coal Cutter Pick - Tungsten Carbide,m20 coal cutter pick - tungsten carbide,Fasteners,Coal Cutter Pick,IS 4772,Tungsten Carbide,M20,,,,NOS,fastener,,,,Tungsten Carbide,M20,,,,,,,,,,IS 4772,IS 4772,,,,,,,Unbrako,UNB-CCP-M20-80,NOS,8,False,,FAMILY_FASTENER; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_METRIC_BOLT; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
BHEL-500237,BHEL,SPARE-6 in STEAM TURBINE CONTROL VALVE - ASTM A217 WC6,spare-6 in steam turbine control valve - astm a217 wc6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,Epoxy Coated,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,6 in,,,,,ASME B16.34,ASME B16.34,epoxy coated,,,,,,Leader Valves,LEAVAL-STCV-6in-03,NOS,10,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
SAIL-300239,SAIL,DN 200 Blast Furnace Tuyere - Copper Alloy,dn 200 blast furnace tuyere - copper alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,DN 200,,MTR,pipe/fitting,,,,Copper Alloy,DN 200,,12 m,,,DN 200,,,,,IS 2062,IS 2062,,,,,,,Maharashtra Seamless,MAHSEA-BFT-DN200-73,MTR,10,True,size: 'DN 200' vs 'DN200',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500238,BHEL,STORES ITEM STEAM TURBINE CONTROL VALVE 6 in ASTM A217 WC6,stores item steam turbine control valve 6 in astm a217 wc6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,,,,,,ASME B16.34,ASME B16.34,,,,,,,KSB,KSB-STCV-6in-27,NOS,8,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110218,IOCL,1/2 in NPT REFINERY FLARE SENSOR - SS316,1/2 in npt refinery flare sensor - ss316,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,ABB,ABB-RFS-1-2inNPT-59,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300240,SAIL,SPARE-ROLLING MILL DRIVE MOTOR 11 kV Copper Wound,spare-rolling mill drive motor 11 kv copper wound,Electrical,Rolling Mill Drive Motor,IS 12615,Copper Wound,11 kV,500 m,,,MTR,electrical,,,,Copper Wound,11 kV,,500 m,,,,,,,,IS 12615,IS 12615,,,,,,,ABB,ABB-RMDM-11kV-60,MTR,9,False,,FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
BHEL-500239,BHEL,6 in Steam Turbine Control Valve - ASTM A217 WC6,6 in steam turbine control valve - astm a217 wc6,Valves,Steam Turbine Control Valve,ASME B16.34,ASTM A217 WC6,6 in,,6 in,,NOS,valve,,,,ASTM A217 WC6,6 in,,,,,6 in,,,,,ASME B16.34,ASME B16.34,,,,,,,KSB,KSB-STCV-6in-20,NOS,9,True,material_grade: 'ASTM A217 WC6' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
ONGC-100255,ONGC,MUD PUMP LINER 6 in Alloy Steel,mud pump liner 6 in alloy steel,Pumps,Mud Pump Liner,API 7K,Alloy Steel,6 in,,,,SET,pump,,,,Alloy Steel,6 in,,,,,,,,,,API 7K,API 7K,,,,,,,Mather+Platt,MAT-MPL-6in-39,SET,8,False,,FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
HPCL-120228,HPCL,SPARE-Tank Farm Level Gauge SS304 0-20 m,spare-tank farm level gauge ss304 0-20 m,Instrumentation,Tank Farm Level Gauge,API 2350,SS304,0-20 m,,,,NOS,instrumentation,,,stainless steel,SS304,0-20 m,,,,,,,,,,API 2350,API 2350,,,,,,,Honeywell,HON-TFLG-0-20m-22,NOS,9,True,material_grade: 'SS304' vs 'SS 304',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110219,IOCL,IND.4 in COKER SLIDE VALVE - ASTM A217 C5,ind.4 in coker slide valve - astm a217 c5,Valves,Coker Slide Valve,API 599,ASTM A217 C5,4 in,,4 in,,NOS,valve,,,,ASTM A217 C5,4 in,,,,,4 in,,,,,API 599,API 599,,,,,,,Fouress,FOU-CSV-4in-33,NOS,9,True,material_grade: 'ASTM A217 C5' vs 'ASTM A217',DIAMETER_FROM_FIELD; FAMILY_VALVE; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
CIL-400240,Coal India,Mine Dewatering Pump Cast Iron DN 150,mine dewatering pump cast iron dn 150,Pumps,Mine Dewatering Pump,IS 5120,Cast Iron,DN 150,,,,SET,pump,,,,Cast Iron,DN 150,,,,,,,,,,IS 5120,IS 5120,,,,cast,,,KSB,KSB-MDP-DN150-48,SET,9,True,size: 'DN 150' vs 'DN150',CONSTRUCTION_CAST; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
IOCL-110220,IOCL,Refinery Flare Sensor SS316 1/2 in NPT,refinery flare sensor ss316 1/2 in npt,Instrumentation,Refinery Flare Sensor,API 537,SS316,1/2 in NPT,,,,NOS,instrumentation,,,stainless steel,SS316,1/2 in NPT,,,,,,,,,,API 537,API 537,,,,,,,Honeywell,HON-RFS-1-2inNPT-87,NOS,9,True,size: '1/2 in NPT' vs '1/2 in'; material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
SAIL-300241,SAIL,IND.BLAST FURNACE TUYERE DN 200 Copper Alloy,ind.blast furnace tuyere dn 200 copper alloy,Pipes & Fittings,Blast Furnace Tuyere,IS 2062,Copper Alloy,DN 200,12 m,DN 200,,MTR,pipe/fitting,,,,Copper Alloy,DN 200,,12 m,,,DN 200,,,,,IS 2062,IS 2062,,,,,,,Tata Steel,TATSTE-BFT-DN200-41,MTR,10,True,size: 'DN 200' vs 'DN200',DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,specification; structured_field
NTPC-200225,NTPC,"STORES ITEM COAL BUNKER LEVEL SWITCH, SS316, SIZE 0-15 m","stores item coal bunker level switch, ss316, size 0-15 m",Instrumentation,Coal Bunker Level Switch,IEC 60529,SS316,0-15 m,,,,NOS,instrumentation,,,stainless steel,SS316,0-15 m,,,,,,,,,,IEC 60529,IEC 60529,,,,,,,Emerson,EME-CBLS-0-15m-46,NOS,9,True,material_grade: 'SS316' vs 'SS 316',FAMILY_INSTRUMENTATION; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_STAINLESS_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field
