Material_Code,CPSE,Material_Description,Normalized_Description,Material_Category,Material_Type,Specification,Material_Grade,Size,Length,Diameter,Coating,Unit,EX_material_family,EX_material_type,EX_material_subtype,EX_material,EX_material_grade,EX_size,EX_nominal_size,EX_length,EX_width,EX_height,EX_diameter,EX_thickness,EX_pressure_class,EX_schedule,EX_rating,EX_standard,EX_specification,EX_coating,EX_connection_type,EX_end_type,EX_construction,EX_orientation,EX_bearing_number,EX_manufacturer,EX_manufacturer_part_no,EX_unit,extraction_attribute_count,extraction_has_conflict,extraction_conflicts_detail,extraction_rules_applied,extraction_sources_used,Manufacturer,Manufacturer_Part_No,Plant,Material_Status,Annual_Consumption,Last_Purchase_Date,Standardized_Description,Canonical_Material_Key,Canonical_Material_Family,Canonical_Material_Type,Canonical_Material_Subtype,Canonical_Material,Canonical_Material_Grade,Canonical_Nominal_Size,Canonical_Size,Canonical_Length,Canonical_Width,Canonical_Height,Canonical_Diameter,Canonical_Thickness,Canonical_Pressure_Class,Canonical_Schedule,Canonical_Rating,Canonical_Standard,Canonical_Specification,Canonical_Coating,Canonical_Connection_Type,Canonical_End_Type,Canonical_Construction,Canonical_Orientation,Canonical_Manufacturer,Canonical_Manufacturer_Part_No,Canonical_Unit,Standardization_Changed,Standardization_Rule_Count,Standardization_Rules_Applied,Standardization_Conflict_Preserved
IOCL-110002,IOCL,CONTROL VALVE 2 in WCB,control valve 2 in wcb,Valves,Control Valve,API 598,WCB,2 in,,,,NOS,valve,,,,WCB,2 in,,,,,,,,,,API 598,API 598,,,,,,,KSB,KSB-CV-2in-77,NOS,8,False,,FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-CV-2in-77,Panipat Refinery,Obsolete,14446,2024-11-10,VALVE | ASTM A216 WCB | 2 IN | API 598,VALVE|ASTM_A216_WCB|2_IN|API_598,VALVE,,,,ASTM A216 WCB,,2 IN,,,,,,,,,API 598,API 598,,,,,,KSB,KSB-CV-2IN-77,NOS,True,8,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,False
NMDC-410001,NMDC,STORES ITEM Control Valve 2 in WCB,stores item control valve 2 in wcb,Valves,Control Valve,API 598,WCB,2 in,,,,NOS,valve,,,,WCB,2 in,,,,,,,,,,API 598,API 598,,,,,,,KSB,KSB-CV-2in-73,NOS,8,False,,FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-CV-2in-73,Bailadila Iron Ore Mine,Obsolete,8777,2024-05-08,VALVE | ASTM A216 WCB | 2 IN | API 598,VALVE|ASTM_A216_WCB|2_IN|API_598,VALVE,,,,ASTM A216 WCB,,2 IN,,,,,,,,,API 598,API 598,,,,,,KSB,KSB-CV-2IN-73,NOS,True,8,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,False
SAIL-300003,SAIL,CONTROL VALVE WCB 2 in,control valve wcb 2 in,Valves,Control Valve,API 598,WCB,2 in,,,,NOS,valve,,,,WCB,2 in,,,,,,,,,,API 598,API 598,,,,,,,KSB,KSB-CV-2in-71,NOS,8,False,,FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-CV-2in-71,Bokaro Steel Plant,Obsolete,8885,2025-12-07,VALVE | ASTM A216 WCB | 2 IN | API 598,VALVE|ASTM_A216_WCB|2_IN|API_598,VALVE,,,,ASTM A216 WCB,,2 IN,,,,,,,,,API 598,API 598,,,,,,KSB,KSB-CV-2IN-71,NOS,True,8,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,False
CIL-400003,Coal India,CONTROL VALVE WCB 2 in,control valve wcb 2 in,Valves,Control Valve,API 598,WCB,2 in,,,,NOS,valve,,,,WCB,2 in,,,,,,,,,,API 598,API 598,,,,,,,KSB,KSB-CV-2in-52,NOS,8,False,,FAMILY_VALVE; GRADE_A105; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_INCH; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,KSB,KSB-CV-2in-52,Singareni Collieries,Active,3731,2024-03-06,VALVE | ASTM A216 WCB | 2 IN | API 598,VALVE|ASTM_A216_WCB|2_IN|API_598,VALVE,,,,ASTM A216 WCB,,2 IN,,,,,,,,,API 598,API 598,,,,,,KSB,KSB-CV-2IN-52,NOS,True,8,FAMILY_CANONICAL; GRADE_FORMAT_ASTM_A216_WCB; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_FORMAT_INCH; SPECIFICATION_TRIM; STANDARD_FORMAT_API; UNIT_CANONICAL,False
IOCL-110003,IOCL,"XLPE Cable, XLPE Insulated, SIZE 4C x 25 sq mm","xlpe cable, xlpe insulated, size 4c x 25 sq mm",Electrical,XLPE Cable,IEC 60502,XLPE Insulated,4C x 25 sq mm,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,4C x 25 sq mm,,100 m,,,,,,,,IEC 60502,IEC 60502,,,,,,,Siemens,SIE-XC-4Cx25sqmm-36,MTR,11,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Siemens,SIE-XC-4Cx25sqmm-36,Gujarat Refinery,Slow-Moving,14506,2025-08-07,ELECTRICAL | CABLE | XLPE | XLPE INSULATED | 4C X 25 SQ MM | 100 M | IEC 60502,ELECTRICAL|CABLE|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|100_M|IEC_60502,ELECTRICAL,CABLE,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,100 M,,,,,,,,IEC 60502,IEC 60502,,,,,,SIEMENS,SIE-XC-4CX25SQMM-36,MTR,True,11,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; TYPE_CANONICAL; UNIT_CANONICAL,True
BHEL-500002,BHEL,XLPE Cable 4C x 25 sq mm XLPE Insulated,xlpe cable 4c x 25 sq mm xlpe insulated,Electrical,XLPE Cable,IEC 60502,XLPE Insulated,4C x 25 sq mm,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,4C x 25 sq mm,,100 m,,,,,,,,IEC 60502,IEC 60502,,,,,,,Siemens,SIE-XC-4Cx25sqmm-61,MTR,11,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Siemens,SIE-XC-4Cx25sqmm-61,Trichy Complex,Active,5854,2025-03-09,ELECTRICAL | CABLE | XLPE | XLPE INSULATED | 4C X 25 SQ MM | 100 M | IEC 60502,ELECTRICAL|CABLE|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|100_M|IEC_60502,ELECTRICAL,CABLE,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,100 M,,,,,,,,IEC 60502,IEC 60502,,,,,,SIEMENS,SIE-XC-4CX25SQMM-61,MTR,True,11,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; TYPE_CANONICAL; UNIT_CANONICAL,True
NMDC-410002,NMDC,STORES ITEM 4C x 25 sq mm XLPE Cable - XLPE Insulated,stores item 4c x 25 sq mm xlpe cable - xlpe insulated,Electrical,XLPE Cable,IEC 60502,XLPE Insulated,4C x 25 sq mm,100 m,,,MTR,electrical,cable,,xlpe,XLPE Insulated,4C x 25 sq mm,,100 m,,,,,,,,IEC 60502,IEC 60502,,,,,,,Siemens,SIE-XC-4Cx25sqmm-07,MTR,11,True,size: '4C x 25 sq mm' vs '25 sq mm',FAMILY_ELECTRICAL; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_XLPE; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,description; specification; structured_field,Siemens,SIE-XC-4Cx25sqmm-07,Kirandul Complex,Slow-Moving,1840,2024-09-11,ELECTRICAL | CABLE | XLPE | XLPE INSULATED | 4C X 25 SQ MM | 100 M | IEC 60502,ELECTRICAL|CABLE|XLPE|XLPE_INSULATED|4C_X_25_SQ_MM|100_M|IEC_60502,ELECTRICAL,CABLE,,XLPE,XLPE INSULATED,,4C X 25 SQ MM,100 M,,,,,,,,IEC 60502,IEC 60502,,,,,,SIEMENS,SIE-XC-4CX25SQMM-07,MTR,True,11,FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IEC; TYPE_CANONICAL; UNIT_CANONICAL,True
NMDC-410003,NMDC,"STORES ITEM RECIPROCATING PUMP, Carbon Steel, SIZE DN 80","stores item reciprocating pump, carbon steel, size dn 80",Pumps,Reciprocating Pump,IS 1520,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,ptfe lined,,,,,,Kirloskar,KIR-RP-DN80-22,SET,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-RP-DN80-22,Bailadila Iron Ore Mine,Slow-Moving,14835,2024-03-01,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | IS 1520 | PTFE LINED,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|IS_1520|PTFE_LINED,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,PTFE LINED,,,,,KIRLOSKAR,KIR-RP-DN80-22,SET,True,11,COATING_UPPERCASE; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
CIL-400004,Coal India,SPARE-RECIPROCATING PUMP Carbon Steel DN 80,spare-reciprocating pump carbon steel dn 80,Pumps,Reciprocating Pump,IS 1520,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,ptfe lined,,,,,,Kirloskar,KIR-RP-DN80-50,SET,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-RP-DN80-50,Talcher Coalfields,Active,12018,2025-07-23,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | IS 1520 | PTFE LINED,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|IS_1520|PTFE_LINED,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,PTFE LINED,,,,,KIRLOSKAR,KIR-RP-DN80-50,SET,True,11,COATING_UPPERCASE; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
ONGC-100003,ONGC,IND.RECIPROCATING PUMP DN 80 Carbon Steel,ind.reciprocating pump dn 80 carbon steel,Pumps,Reciprocating Pump,IS 1520,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,ptfe lined,,,,,,Kirloskar,KIR-RP-DN80-20,SET,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-RP-DN80-20,Sivasagar Asset,Active,8933,2024-03-03,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | IS 1520 | PTFE LINED,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|IS_1520|PTFE_LINED,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,PTFE LINED,,,,,KIRLOSKAR,KIR-RP-DN80-20,SET,True,11,COATING_UPPERCASE; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
SAIL-300004,SAIL,Reciprocating Pump DN 80 Carbon Steel,reciprocating pump dn 80 carbon steel,Pumps,Reciprocating Pump,IS 1520,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,ptfe lined,,,,,,Kirloskar,KIR-RP-DN80-07,SET,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-RP-DN80-07,Bhilai Steel Plant,Slow-Moving,1172,2025-09-01,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | IS 1520 | PTFE LINED,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|IS_1520|PTFE_LINED,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,PTFE LINED,,,,,KIRLOSKAR,KIR-RP-DN80-07,SET,True,11,COATING_UPPERCASE; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
NTPC-200002,NTPC,Reciprocating Pump DN 80 Carbon Steel,reciprocating pump dn 80 carbon steel,Pumps,Reciprocating Pump,IS 1520,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,ptfe lined,,,,,,Kirloskar,KIR-RP-DN80-52,SET,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-RP-DN80-52,Ramagundam STPS,Active,6918,2025-11-04,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | IS 1520 | PTFE LINED,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|IS_1520|PTFE_LINED,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,PTFE LINED,,,,,KIRLOSKAR,KIR-RP-DN80-52,SET,True,11,COATING_UPPERCASE; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
IOCL-110004,IOCL,"SPARE-Reciprocating Pump, Carbon Steel, SIZE DN 80","spare-reciprocating pump, carbon steel, size dn 80",Pumps,Reciprocating Pump,IS 1520,Carbon Steel,DN 80,,DN 80,PTFE Lined,SET,pump,,,carbon steel,Carbon Steel,DN 80,,,,,DN 80,,,,,IS 1520,IS 1520,ptfe lined,,,,,,Kirloskar,KIR-RP-DN80-41,SET,11,True,size: 'DN 80' vs 'DN80',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PUMP; GRADE_FROM_STRUCTURED_FIELD; MANUFACTURER_FROM_FIELD; MATERIAL_CARBON_STEEL; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; UNIT_FROM_FIELD,description; specification; structured_field,Kirloskar,KIR-RP-DN80-41,Mathura Refinery,Active,2194,2025-11-18,PUMP | CARBON STEEL | CARBON STEEL | DN 80 | DN 80 | IS 1520 | PTFE LINED,PUMP|CARBON_STEEL|CARBON_STEEL|DN_80|DN_80|IS_1520|PTFE_LINED,PUMP,,,CARBON STEEL,CARBON STEEL,,DN 80,,,,DN 80,,,,,IS 1520,IS 1520,PTFE LINED,,,,,KIRLOSKAR,KIR-RP-DN80-41,SET,True,11,COATING_UPPERCASE; DIAMETER_UPPERCASE; FAMILY_CANONICAL; GRADE_CANONICAL_CARBON_STEEL; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; MATERIAL_CANONICAL; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_IS; UNIT_UPPERCASE,True
SAIL-300005,SAIL,FLANGE DN 50 IS 2062,flange dn 50 is 2062,Pipes & Fittings,Flange,ASME B16.5,IS 2062,DN 50,12 m,150 mm,Galvanized,MTR,pipe/fitting,flange,,,IS 2062,DN 50,,12 m,,,150 mm,,,,,ASME B16.5,ASME B16.5,galvanized,,,,,,Jindal Pipes,JINPIP-F-DN50-21,MTR,12,True,size: 'DN 50' vs 'DN50',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,specification; structured_field,Jindal Pipes,JINPIP-F-DN50-21,Durgapur Steel Plant,Active,9136,2024-11-02,PIPE/FITTING | FLANGE | IS 2062 | DN 50 | 12 M | 150 MM | ASME B16.5 | GALVANIZED,PIPE_FITTING|FLANGE|IS_2062|DN_50|12_M|150_MM|ASME_B165|GALVANIZED,PIPE/FITTING,FLANGE,,,IS 2062,,DN 50,12 M,,,150 MM,,,,,ASME B16.5,ASME B16.5,GALVANIZED,,,,,JINDAL PIPES,JINPIP-F-DN50-21,MTR,True,12,COATING_CANONICAL; DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_UPPERCASE; UNIT_CANONICAL,True
ONGC-100004,ONGC,"Flange, IS 2062, SIZE DN 50","flange, is 2062, size dn 50",Pipes & Fittings,Flange,ASME B16.5,IS 2062,DN 50,12 m,150 mm,Galvanized,MTR,pipe/fitting,flange,,,IS 2062,DN 50,,12 m,,,150 mm,,,,,ASME B16.5,ASME B16.5,galvanized,,,,,,Jindal Pipes,JINPIP-F-DN50-18,MTR,12,True,size: 'DN 50' vs 'DN50',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,specification; structured_field,Jindal Pipes,JINPIP-F-DN50-18,Mumbai Offshore Complex,Active,9959,2024-08-03,PIPE/FITTING | FLANGE | IS 2062 | DN 50 | 12 M | 150 MM | ASME B16.5 | GALVANIZED,PIPE_FITTING|FLANGE|IS_2062|DN_50|12_M|150_MM|ASME_B165|GALVANIZED,PIPE/FITTING,FLANGE,,,IS 2062,,DN 50,12 M,,,150 MM,,,,,ASME B16.5,ASME B16.5,GALVANIZED,,,,,JINDAL PIPES,JINPIP-F-DN50-18,MTR,True,12,COATING_CANONICAL; DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_UPPERCASE; UNIT_CANONICAL,True
NTPC-200003,NTPC,SPARE-FLANGE DN 50 IS 2062,spare-flange dn 50 is 2062,Pipes & Fittings,Flange,ASME B16.5,IS 2062,DN 50,12 m,150 mm,Galvanized,MTR,pipe/fitting,flange,,,IS 2062,DN 50,,12 m,,,150 mm,,,,,ASME B16.5,ASME B16.5,galvanized,,,,,,Jindal Pipes,JINPIP-F-DN50-88,MTR,12,True,size: 'DN 50' vs 'DN50',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,specification; structured_field,Jindal Pipes,JINPIP-F-DN50-88,Ramagundam STPS,Active,6989,2024-10-10,PIPE/FITTING | FLANGE | IS 2062 | DN 50 | 12 M | 150 MM | ASME B16.5 | GALVANIZED,PIPE_FITTING|FLANGE|IS_2062|DN_50|12_M|150_MM|ASME_B165|GALVANIZED,PIPE/FITTING,FLANGE,,,IS 2062,,DN 50,12 M,,,150 MM,,,,,ASME B16.5,ASME B16.5,GALVANIZED,,,,,JINDAL PIPES,JINPIP-F-DN50-88,MTR,True,12,COATING_CANONICAL; DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_UPPERCASE; UNIT_CANONICAL,True
IOCL-110005,IOCL,IND.FLANGE IS 2062 DN 50,ind.flange is 2062 dn 50,Pipes & Fittings,Flange,ASME B16.5,IS 2062,DN 50,12 m,150 mm,Galvanized,MTR,pipe/fitting,flange,,,IS 2062,DN 50,,12 m,,,150 mm,,,,,ASME B16.5,ASME B16.5,galvanized,,,,,,Jindal Pipes,JINPIP-F-DN50-99,MTR,12,True,size: 'DN 50' vs 'DN50',COATING_FROM_STRUCTURED_FIELD; DIAMETER_FROM_FIELD; FAMILY_PIPE; GRADE_FROM_STRUCTURED_FIELD; LENGTH_FROM_FIELD; MANUFACTURER_FROM_FIELD; PART_NO_FROM_FIELD; SIZE_FROM_STRUCTURED_FIELD; STANDARD_FROM_SPECIFICATION; TYPE_FROM_MATERIAL_TYPE; UNIT_FROM_FIELD,specification; structured_field,Jindal Pipes,JINPIP-F-DN50-99,Haldia Refinery,Active,7057,2025-07-28,PIPE/FITTING | FLANGE | IS 2062 | DN 50 | 12 M | 150 MM | ASME B16.5 | GALVANIZED,PIPE_FITTING|FLANGE|IS_2062|DN_50|12_M|150_MM|ASME_B165|GALVANIZED,PIPE/FITTING,FLANGE,,,IS 2062,,DN 50,12 M,,,150 MM,,,,,ASME B16.5,ASME B16.5,GALVANIZED,,,,,JINDAL PIPES,JINPIP-F-DN50-99,MTR,True,12,COATING_CANONICAL; DIAMETER_FORMAT_MM; FAMILY_CANONICAL; GRADE_UPPERCASE; LENGTH_UPPERCASE; MANUFACTURER_PART_NO_TRIM; MANUFACTURER_TRIM; SIZE_UPPERCASE; SPECIFICATION_TRIM; STANDARD_FORMAT_ASME; TYPE_UPPERCASE; UNIT_CANONICAL,True
